Instrucciones: El documento se divide para dos discos diferentes (Amarillo y Azul),
los datos deben trabajarse en una hoja de calculos, como las de excel.

Distancia horizontal de referencia [pixeles]: 851
Distancia horizontal de referencia [milimetros]: 180
Distancia vertical de referencia [pixeles]: 480
Distancia vertical de referencia [milimetros]: 322

Yellow Values
Time [seconds];position x[pixel];position y[pixel]
113.44748878479004;482;210
113.5474944114685;486;213
113.64350008964539;488;215
113.75050640106201;488;215
113.84751176834106;488;215
113.94751739501953;488;215
114.04252290725708;488;215
114.15052914619446;488;215
114.24753475189209;489;215
114.34454011917114;492;219
114.44354581832886;498;224
114.55455207824707;509;239
114.64755773544312;524;266
114.74656319618225;533;286
114.84356880187988;534;288
114.95057487487793;535;293
115.04758048057556;538;308
115.14358592033386;543;328
115.24259161949158;544;344
115.36059832572937;544;352
115.44860339164734;545;357
115.54360890388489;544;364
115.64061450958252;543;376
115.75162076950073;541;389
115.84762620925903;539;400
115.94363164901733;537;407
116.04263734817505;534;415
116.15064358711243;533;419
116.25064945220947;532;423
116.34365439414978;530;426
116.44065999984741;529;430
116.5516664981842;529;432
116.6476719379425;528;432
116.7436773777008;529;433
116.8396828174591;528;432
116.9456889629364;528;433
117.04769492149353;528;433
117.14370036125183;529;433
117.23470544815063;528;433
117.34571194648743;528;433
117.44271755218506;528;433
117.54372310638428;529;434
117.63472843170166;529;433
117.75773549079895;528;433
Blue Values
Time [seconds];position x[pixel];position y[pixel]
0.06600379943847656;768;309
0.17100977897644043;765;301
0.2780160903930664;762;293
0.37502145767211914;760;286
0.47502732276916504;759;283
0.5710327625274658;756;281
0.6780388355255127;756;279
0.7750444412231445;753;273
0.8750500679016113;749;266
0.9710557460784912;743;259
1.082061767578125;739;253
1.1750671863555908;735;250
1.2750730514526367;733;247
1.3670783042907715;732;244
1.4810848236083984;727;241
1.5750901699066162;725;237
1.675095796585083;720;234
1.771101474761963;718;231
1.8781075477600098;716;229
1.9751129150390625;714;227
2.0711185932159424;710;226
2.163123846054077;706;222
2.282130479812622;700;219
2.375135898590088;693;216
2.4661409854888916;686;211
2.5811476707458496;677;208
2.6741530895233154;672;206
2.7731587886810303;667;204
2.866163969039917;661;203
2.9621694087982178;654;201
3.0731759071350098;647;200
3.1721816062927246;639;198
3.2711873054504395;633;197
3.3711929321289062;627;197
3.4821994304656982;623;196
3.575204610824585;619;197
3.6722099781036377;615;197
3.7682156562805176;611;197
3.8782219886779785;605;197
3.9752273559570312;598;198
4.082233667373657;593;199
4.168238401412964;588;199
4.283245086669922;588;200
4.379250526428223;588;199
4.471255779266357;582;201
4.567261219024658;569;205
4.679267644882202;552;212
4.775273323059082;537;219
4.875278949737549;528;225
4.9622838497161865;526;227
5.0822906494140625;525;227
5.178296327590942;522;230
5.266301155090332;518;234
5.38130784034729;516;234
5.474313259124756;517;234
5.570318698883057;517;234
5.6663243770599365;516;234
5.762329578399658;515;235
5.873335838317871;509;242
5.974341630935669;497;252
6.066347122192383;486;268
6.162352800369263;475;289
6.280359268188477;469;305
6.370364427566528;465;318
6.466369867324829;463;329
6.562375545501709;463;338
6.673381567001343;461;346
6.770387172698975;462;353
6.8663928508758545;462;363
6.962398290634155;462;377
7.085405588150024;466;390
7.170410394668579;469;402
7.266415596008301;475;415
7.362421274185181;480;422
7.4734275341033936;482;428
7.574433326721191;484;434
7.674438953399658;488;437
7.767444372177124;491;444
7.879450559616089;498;450
7.976456165313721;503;453
8.070461750030518;506;459
8.16746711730957;510;461
8.282473802566528;517;467
8.375478982925415;519;470
8.47548508644104;526;476
8.562489748001099;534;480
8.673496007919312;541;485
8.778502225875854;545;489
8.874507665634155;556;488
8.970513105392456;560;493
9.073519229888916;564;492
9.1785249710083;568;492
9.2675302028656;573;494
9.36253547668457;580;496
9.476541996002197;586;497
9.573547601699829;600;494
9.667553186416626;611;498
9.763558387756348;621;498
9.873564720153809;627;496
9.975570678710938;632;499
10.06657600402832;643;497
10.167581558227539;654;493
10.277587652206421;662;492
10.374593496322632;672;487
10.466598749160767;679;484
10.562604188919067;688;480
10.67361044883728;698;474
10.770616054534912;705;472
10.865621566772461;712;466
10.96762728691101;717;461
11.073633670806885;723;457
11.170638799667358;728;451
11.265644550323486;734;443
11.362649917602539;742;435
11.473656415939331;749;424
11.570662021636963;758;407
11.666667222976685;765;390
11.762672901153564;769;371
11.885679960250854;771;353
11.969684839248657;772;342
12.066690444946289;772;334
12.16269564628601;771;329
12.273702144622803;771;323
12.385708570480347;768;316
12.471713304519653;766;309
12.563718795776367;767;305
12.678725242614746;764;302
12.778731107711792;765;299
12.866735935211182;760;290
12.96174144744873;756;278
13.072747707366943;750;270
13.170753240585327;748;265
13.265758752822876;744;260
13.361764192581177;742;256
13.4737708568573;739;253
13.571776390075684;735;248
13.67178225517273;730;244
13.76678729057312;726;239
13.88279414176941;724;236
13.97879958152771;722;234
14.066804885864258;719;232
14.166810512542725;717;230
14.263815879821777;710;224
14.37482213973999;699;218
14.47082781791687;689;210
14.566833257675171;677;208
14.66283893585205;669;206
14.77884554862976;662;204
14.874850749969482;652;201
14.970856428146362;637;197
15.063861608505249;617;197
15.178868293762207;598;198
15.274873733520508;582;201
15.368879079818726;578;202
15.463884592056274;576;202
15.574890851974487;566;205
15.670896530151367;548;212
15.770902156829834;517;232
15.86390733718872;499;252
15.97991394996643;490;264
16.07491946220398;483;274
16.166924953460693;476;290
16.27393078804016;469;305
16.376936674118042;464;319
16.474942207336426;461;332
16.56694769859314;460;345
16.66995358467102;461;359
16.774959564208984;463;375
16.870965003967285;466;387
16.970970630645752;467;395
17.062976121902466;468;401
17.177982568740845;469;407
17.274988174438477;475;414
17.370993614196777;479;426
17.462998867034912;487;435
17.575005292892456;491;443
17.675010919570923;502;455
17.771016597747803;507;462
17.86402177810669;513;467
17.978028297424316;525;475
18.072033882141113;534;479
18.17103934288025;545;486
18.379051208496094;579;494
18.47205662727356;586;496
18.571062326431274;606;496
18.66406774520874;623;498
18.778074264526367;639;497
18.871079444885254;658;491
18.97108507156372;666;490
19.0670907497406;676;486
19.17609691619873;685;482
19.268102169036865;694;478
19.368107795715332;701;474
19.467113494873047;712;467
19.573119640350342;722;457
19.672125339508057;736;441
19.77113103866577;749;422
19.867136240005493;759;403
19.978142738342285;764;388
20.07114815711975;769;376
20.168153762817383;770;364
20.267159461975098;772;353
20.37816548347473;772;344
20.47217106819153;771;333
20.562175989151;769;325
20.659181594848633;767;315
20.775188207626343;767;306
20.866193532943726;763;295
20.963199138641357;758;282
21.058204412460327;753;272
21.17021083831787;748;265
21.269216537475586;744;261
21.36222195625305;742;257
21.458227157592773;739;255
21.569233655929565;734;250
21.666239261627197;730;243
21.762244701385498;724;236
21.858250379562378;715;228
21.96925663948059;708;224
22.067262172698975;705;223
22.162267684936523;700;219
22.258273124694824;697;216
22.369279623031616;690;214
22.46628499031067;684;210
22.5632905960083;672;206
22.65829610824585;657;201
22.769302368164062;637;199
22.866307973861694;622;196
22.962313413619995;603;197
23.058318853378296;594;199
23.169325351715088;583;200
23.26633095741272;577;202
23.36233639717102;566;205
23.459341764450073;555;210
23.575348615646362;536;218
23.666353702545166;520;229
23.767359495162964;508;239
23.858364820480347;493;258
23.988372087478638;480;276
24.067376613616943;472;290
24.162382125854492;470;297
24.258387565612793;470;298
24.374394178390503;468;303
24.46939969062805;467;313
24.567405462265015;463;327
24.663410663604736;460;344
24.778417110443115;460;364
24.875422716140747;461;384
24.970428228378296;469;398
25.06243348121643;473;415
25.174439907073975;481;431
25.270445346832275;490;440
25.37045121192932;497;451
25.466456651687622;504;450
25.57446265220642;516;469
25.674468755722046;525;474
25.77147388458252;540;478
25.866479635238647;548;488
25.97848606109619;560;494
26.07249140739441;577;496
26.16749668121338;582;499
26.26350235939026;593;495
26.378508806228638;607;499
26.472514152526855;624;495
26.568519830703735;641;496
26.658524990081787;660;494
26.77053141593933;676;486
26.86553645133972;687;480
26.962542295455933;698;475
27.058547735214233;712;466
27.169553995132446;725;456
27.270559787750244;738;440
27.362565279006958;754;417
27.457570552825928;763;392
27.56957697868347;769;371
27.67058277130127;771;349
27.762588024139404;771;331
27.858593702316284;768;314
27.969599723815918;764;299
28.065605401992798;760;287
28.164610862731934;756;278
28.26361656188965;752;271
28.369622468948364;749;265
28.466628313064575;743;258
28.562633752822876;737;249
28.658639192581177;728;242
28.76964569091797;721;234
28.8666512966156;709;225
28.962656497955322;697;216
29.058662176132202;685;211
29.169668436050415;678;208
29.266674041748047;669;204
29.362679481506348;660;201
29.45868492126465;648;200
29.56969141960144;629;196
29.66569685935974;612;199
29.76170253753662;601;198
29.857707738876343;599;198
29.954713344573975;595;198
30.0687198638916;582;201
30.161725282669067;573;204
30.2587308883667;567;205
30.35473608970642;569;206
30.465742588043213;566;206
30.563748121261597;560;208
30.658753633499146;547;211
30.754759311676025;534;221
30.86576533317566;518;232
30.96177101135254;502;246
31.05877661705017;488;267
31.15478205680847;475;289
31.2757887840271;467;311
31.36479425430298;466;324
31.458799362182617;463;342
31.553804874420166;460;356
31.66581130027771;461;368
31.76181697845459;465;382
31.85782217979431;467;395
31.954827785491943;473;405
32.065834283828735;479;424
32.16483974456787;490;442
32.25784492492676;501;452
32.35485053062439;512;466
32.466856956481934;521;474
32.56286263465881;531;477
32.658868074417114;543;487
32.753873348236084;555;492
32.86587977409363;573;499
32.96288537979126;587;502
33.05789089202881;613;497
33.15389657020569;623;498
33.27890348434448;643;496
33.36390829086304;659;493
33.457913637161255;674;489
33.55491924285889;684;484
33.66592574119568;693;478
33.76293134689331;706;471
33.85993671417236;720;459
33.95394206047058;734;444
34.065948486328125;749;428
34.161954164505005;759;408
34.25895977020264;765;391
34.35396480560303;769;376
34.47797203063965;771;362
34.56297707557678;772;349
34.65798234939575;772;336
34.762988328933716;771;324
34.870994567871094;768;314
34.97100043296814;767;307
35.063005447387695;765;301
35.16001105308533;763;295
35.274017572402954;760;286
35.36802315711975;756;278
35.467028856277466;750;267
35.56303405761719;740;255
35.6740403175354;729;241
35.77104616165161;718;233
35.861051082611084;714;228
35.95405650138855;710;226
36.066062927246094;706;223
36.17106890678406;701;220
36.26407432556152;695;217
36.35907983779907;685;211
36.47108602523804;671;207
36.56909155845642;660;203
36.668097257614136;654;202
36.75910258293152;655;201
36.87710928916931;653;201
36.962114095687866;650;200
37.058119773864746;647;198
37.174126386642456;646;198
37.27113199234009;644;199
37.36713743209839;644;198
37.467143058776855;641;198
37.563148498535156;641;198
37.67615485191345;640;198
37.77716064453125;638;198
37.86716604232788;628;197
37.96317148208618;596;198
38.074177742004395;570;205
38.16718316078186;564;208
38.26418876647949;565;207
38.36319422721863;560;208
38.47520065307617;541;217
38.57820653915405;519;230
38.66721153259277;499;250
38.75521659851074;484;273
38.87622380256653;474;290
38.97922945022583;470;297
39.064234256744385;469;301
39.1632399559021;468;305
39.27424645423889;467;307
39.36725187301636;466;309
39.467257499694824;466;311
39.562262773513794;465;315
39.67026901245117;462;324
39.768274784088135;462;336
39.864280223846436;462;354
39.96128559112549;464;376
40.0702919960022;467;400
40.16729760169983;475;417
40.266303300857544;480;427
40.3633086681366;484;433
40.47531509399414;493;444
40.57732105255127;502;455
40.6743266582489;510;466
40.75633096694946;513;466
40.86533737182617;523;474
40.963343143463135;533;484
41.058348655700684;549;489
41.154353857040405;565;495
41.27236080169678;571;492
41.36236572265625;572;494
41.45837140083313;576;496
41.55937719345093;583;496
41.67538380622864;582;496
41.77038931846619;584;496
41.858394145965576;584;499
41.954399824142456;591;499
42.070406436920166;595;501
42.16641187667847;598;498
42.2634174823761;605;501
42.35942268371582;618;496
42.47542953491211;628;498
42.56943488121033;636;497
42.65843987464905;641;494
42.759445905685425;640;498
42.874452352523804;651;494
42.971457958221436;661;490
43.06346321105957;671;490
43.154468297958374;678;486
43.27047514915466;683;484
43.36248016357422;687;482
43.4584858417511;695;477
43.5544912815094;707;470
43.66949772834778;718;461
43.762503147125244;729;452
43.858508586883545;736;445
43.954514026641846;742;439
44.077521085739136;746;433
44.16252589225769;749;426
44.25853133201599;751;420
44.35453701019287;756;416
44.46554350852966;759;408
44.562548875808716;763;399
44.65855431556702;768;384
44.75555992126465;771;367
44.86556625366211;771;352
44.96257185935974;772;338
45.05857729911804;769;321
45.156583070755005;766;308
45.265588998794556;763;295
45.361594676971436;758;280
45.45860028266907;750;268
45.55460572242737;745;261
45.65061116218567;745;259
45.76161742210388;744;258
45.858623027801514;743;256
45.954628467559814;743;257
46.051634073257446;743;255
46.16164040565491;748;263
46.25864577293396;755;274
46.35365128517151;754;275
46.45065689086914;753;273
46.56166338920593;750;270
46.657668590545654;745;260
46.754674196243286;734;246
46.8586802482605;725;238
46.97068667411804;718;232
47.06669211387634;717;229
47.162697553634644;716;230
47.25870323181152;718;230
47.37070965766907;718;230
47.463714838027954;718;231
47.55672025680542;717;230
47.65872597694397;717;230
47.76673197746277;718;230
47.873738288879395;719;230
47.962743282318115;718;229
48.058748960494995;718;230
48.16675519943237;717;230
48.263760805130005;715;228
48.35576581954956;706;222
48.45177149772644;698;217
48.5617778301239;691;214
48.66378355026245;684;211
48.75978875160217;675;207
48.85879468917847;664;204
48.966800689697266;656;202
49.0638062953949;651;200
49.16281199455261;649;200
49.25881767272949;647;199
49.370824098587036;643;198
49.46382927894592;641;198
49.56283497810364;642;198
49.65884041786194;637;198
49.76684641838074;629;198
49.86285209655762;615;197
49.96185755729675;601;198
50.058863162994385;601;198
50.16686964035034;599;198
50.26687526702881;600;198
50.35888051986694;600;198
50.45988607406616;599;198
50.570892572402954;599;198
50.666898012161255;598;199
50.75990319252014;597;198
50.85690879821777;592;200
50.9709153175354;590;200
51.063920736312866;583;201
51.158926010131836;575;203
51.25893187522888;565;207
51.36793804168701;552;212
51.46694374084473;536;222
51.55894923210144;525;228
51.649954319000244;521;230
51.76196074485779;517;234
51.8609664440155;510;241
51.95497179031372;498;254
52.0579776763916;487;267
52.17698431015015;480;280
52.26698970794678;472;295
52.36999559402466;465;314
52.46000051498413;463;329
52.56700682640076;460;350
52.66301202774048;461;368
52.7630181312561;464;385
52.85502314567566;469;399
52.9670295715332;473;411
53.06703543663025;477;424
53.160040855407715;485;435
53.25004577636719;503;458
53.36705255508423;521;473
53.45905780792236;531;479
53.55406308174133;547;485
53.65006875991821;551;486
53.77807593345642;551;488
53.85908079147339;562;492
53.95508623123169;578;497
54.05009150505066;591;498
54.1620979309082;603;499
54.25810360908508;609;500
54.355108976364136;628;498
54.450114250183105;643;497
54.56212067604065;652;495
54.66012644767761;663;494
54.75413179397583;676;490
54.85013747215271;690;480
54.961143493652344;706;471
55.058149099349976;724;455
55.154154777526855;742;437
55.250160217285156;753;422
55.36716675758362;760;407
55.45917224884033;765;393
55.55517768859863;771;373
55.6501829624176;773;360
55.77319025993347;773;348
55.858195066452026;773;339
55.95420026779175;771;327
56.056206464767456;769;310
56.16221237182617;763;295
56.25821781158447;757;279
56.3602237701416;748;262
56.450228691101074;734;245
56.56223511695862;724;235
56.6582407951355;718;232
56.75924634933472;715;230
56.85125184059143;711;226
56.96625852584839;704;221
57.06326389312744;694;215
57.16326975822449;679;209
57.250274658203125;665;204
57.36228108406067;653;201
57.4592866897583;641;198
57.55429196357727;634;197
57.65029740333557;631;198
57.76130390167236;626;197
57.858309507369995;621;197
57.95431470870972;612;197
58.06132102012634;599;199
58.16232681274414;590;201
58.25833225250244;588;200
58.35433793067932;588;201
58.45034313201904;587;201
58.561349630355835;580;202
58.65835523605347;567;205
58.75436067581177;548;214
58.85036611557007;537;222
58.965372800827026;532;222
59.05837798118591;523;229
59.154383420944214;507;244
59.250389099121094;490;264
59.36139535903931;476;288
59.45840072631836;467;309
59.55640649795532;462;325
59.65041184425354;461;340
59.76141834259033;461;354
59.858423948287964;461;368
59.95742964744568;463;381
60.050434827804565;466;393
60.16144108772278;471;402
60.25844669342041;474;413
60.35445237159729;479;422
60.44945740699768;483;432
60.561463832855225;489;441
60.66346979141235;496;450
60.754475116729736;503;459
60.85048031806946;514;467
60.96148681640625;517;467
61.059492349624634;526;478
61.15449786186218;531;481
61.251503467559814;543;489
61.346508741378784;559;489
61.45851516723633;575;498
61.55452084541321;603;493
61.65052628517151;628;497
61.74553179740906;648;496
61.86253833770752;662;492
61.95954394340515;677;486
62.05554938316345;691;481
62.15155482292175;704;472
62.25956106185913;719;461
62.36256694793701;736;444
62.45557236671448;752;423
62.5515775680542;758;411
62.66658425331116;764;396
62.76358985900879;767;385
62.855595111846924;770;372
62.95060086250305;772;358
63.06260704994202;772;343
63.15861248970032;771;329
63.259618282318115;769;311
63.35862398147583;763;295
63.46663022041321;757;279
63.56263566017151;750;265
63.655640840530396;743;255
63.76164722442627;737;250
63.866652965545654;731;243
63.95965838432312;723;236
64.05566382408142;715;228
64.1466691493988;704;221
64.25767540931702;692;214
64.35468077659607;685;212
64.45768690109253;686;212
64.54669189453125;686;211
64.65769839286804;683;210
64.76270413398743;681;211
64.8587098121643;679;209
64.95471525192261;674;206
65.06672167778015;660;203
65.15972685813904;647;201
65.25873255729675;627;197
65.35173797607422;607;198
65.46674466133118;585;201
65.56275010108948;558;211
65.65875554084778;526;228
65.75176095962524;503;248
65.86576747894287;485;280
65.95977282524109;469;308
66.05177807807922;464;324
66.15478372573853;463;331
66.26279020309448;461;338
66.35979580879211;461;346
66.45980143547058;461;359
66.55280661582947;462;374
66.66581320762634;466;389
66.75881838798523;469;404
66.85882425308228;476;419
66.95082926750183;498;451
67.06183576583862;519;471
67.15884137153625;537;485
67.25584697723389;564;504
67.34685206413269;613;499
67.46285843849182;633;499
67.55386400222778;638;498
67.64986944198608;640;498
67.74587488174438;640;497
67.86988186836243;643;498
67.95388674736023;652;495
68.04989218711853;661;493
68.14589786529541;672;488
68.25790429115295;682;486
68.354909658432;692;482
68.45991587638855;702;473
68.54792070388794;712;467
68.6579270362854;722;458
68.75493288040161;728;452
68.85093808174133;733;446
68.94694352149963;743;437
69.0699508190155;751;424
69.15495562553406;759;409
69.24996089935303;764;390
69.34696650505066;770;373
69.46597337722778;770;363
69.56297874450684;772;353
69.65498399734497;771;339
69.75098967552185;770;326
69.85899567604065;768;313
69.96300172805786;768;310
70.055006980896;767;306
70.15201258659363;765;303
70.26301884651184;765;299
70.35902452468872;764;300
70.46603035926819;764;301
70.55503559112549;765;301
70.66704201698303;763;300
70.76304745674133;763;299
70.85505294799805;764;298
70.94605803489685;762;295
71.0580644607544;759;284
71.15506982803345;751;267
71.25107526779175;739;252
71.3460807800293;731;244
71.45808720588684;727;241
71.55409288406372;720;233
71.65109825134277;713;228
71.74710369110107;711;226
71.86911082267761;708;225
71.96311616897583;703;220
72.05912137031555;687;213
72.1521270275116;665;204
72.26613354682922;644;200
72.35713863372803;625;198
72.45914459228516;602;198
72.55514979362488;577;203
72.66315627098083;544;217
72.7631618976593;511;241
72.86616778373718;487;267
72.95517301559448;483;275
73.06617903709412;480;278
73.16518473625183;475;288
73.25919032096863;469;299
73.35519576072693;465;313
73.47320246696472;462;324
73.56020736694336;460;338
73.65921306610107;461;353
73.75121855735779;459;368
73.86622500419617;463;381
73.95923018455505;466;396
74.05923581123352;472;410
74.1552414894104;477;424
74.26224780082703;486;440
74.35925340652466;493;451
74.45925903320312;513;465
74.55526423454285;524;475
74.66627073287964;556;494
74.76027607917786;560;494
74.85928177833557;567;495
74.95528745651245;570;496
75.06229329109192;571;497
75.15929889678955;575;498
75.2593047618866;587;498
75.3553102016449;606;499
75.46631669998169;632;496
75.559321641922;660;491
75.65632748603821;690;477
75.75533318519592;715;465
75.86633944511414;732;444
75.96034479141235;748;426
76.05535006523132;756;410
76.15535593032837;764;391
76.26636219024658;769;369
76.35936737060547;771;352
76.45037269592285;771;337
76.54637837409973;769;322
76.65738439559937;766;307
76.75339007377625;761;295
76.85039567947388;758;282
76.96540212631226;754;273
77.04440689086914;746;263
77.18241453170776;741;254
77.26541924476624;733;246
77.3464241027832;722;234
77.4424295425415;705;221
77.5534360408783;681;209
77.65244174003601;657;202
77.74644684791565;641;200
77.84245228767395;631;198
77.95345878601074;625;197
78.05046439170837;614;198
78.14546966552734;595;199
78.24247527122498;576;204
78.36548233032227;554;211
78.45048713684082;538;220
78.55149292945862;524;228
78.65149879455566;514;236
78.76250505447388;507;244
78.85851049423218;499;252
78.95151591300964;490;264
79.05052137374878;478;281
79.15852785110474;470;299
79.25953340530396;464;318
79.35153865814209;461;338
79.44854426383972;462;362
79.56255078315735;467;382
79.65455603599548;472;406
79.75156140327454;480;425
79.85056710243225;485;433
79.9555733203888;492;444
80.05057883262634;498;454
80.14658403396606;508;461
80.24458980560303;520;468
80.35359597206116;535;484
80.45060157775879;546;488
80.54660725593567;562;489
80.64261245727539;578;496
80.76961970329285;612;500
80.85062456130981;652;493
80.94663000106812;680;484
81.04163527488708;697;475
81.15364170074463;711;468
81.25064730644226;721;460
81.36665391921997;729;451
81.4436583518982;739;440
81.55366444587708;748;427
81.6506700515747;755;414
81.74967575073242;758;406
81.84268116950989;762;396
81.95368766784668;767;382
82.05169320106506;769;364
82.14669847488403;771;346
82.24170398712158;770;328
82.35371041297913;768;313
82.45071601867676;762;298
82.54872155189514;757;282
82.64272689819336;748;264
82.75373315811157;736;246
82.85073900222778;722;233
82.94674444198608;710;224
83.0427496433258;695;216
83.16575694084167;679;208
83.25076174736023;659;202
83.34676718711853;636;198
83.44277286529541;622;198
83.55377888679504;607;198
83.651784658432;588;200
83.74679017066956;567;205
83.84279561042786;549;213
83.95380210876465;532;225
84.05480790138245;520;232
84.15481352806091;509;241
84.24681854248047;499;254
84.35882496833801;488;267
84.45583057403564;476;285
84.55583643913269;470;302
84.65084171295166;465;320
84.75884795188904;462;335
84.85585355758667;462;354
84.9548590183258;465;372
85.05086469650269;467;389
85.16287112236023;469;401
85.25487637519836;472;409
85.35488200187683;475;419
85.45088744163513;482;429
85.55789375305176;494;447
85.65489935874939;507;461
85.75490498542786;523;473
85.85091042518616;532;480
85.95891666412354;545;489
86.04992175102234;563;496
86.15192770957947;582;498
86.24193286895752;604;496
86.35893940925598;623;501
86.4509449005127;637;498
86.54595017433167;653;495
86.64195561408997;675;487
86.76496291160583;698;474
86.84996771812439;719;460
86.94597315788269;736;442
87.04197859764099;748;425
87.16198563575745;756;411
87.2589910030365;763;394
87.35299634933472;770;373
87.4510018825531;773;349
87.56300830841064;768;324
87.65901398658752;764;301
87.75201916694641;758;280
87.85102486610413;748;264
87.96303129196167;741;253
88.0550365447998;732;244
88.1510419845581;725;237
88.2470474243164;716;229
88.35405373573303;704;220
88.45505928993225;686;211
88.55206513404846;660;204
88.65907096862793;630;199
88.7590765953064;605;198
88.85908246040344;585;201
88.95108771324158;576;204
89.04709339141846;568;205
89.16009998321533;556;209
89.25910544395447;544;216
89.3511106967926;530;224
89.4471161365509;519;235
89.55912256240845;504;247
89.65012764930725;493;260
89.75113344192505;483;272
89.8511393070221;474;287
89.95914554595947;467;302
90.05515098571777;465;315
90.14615607261658;462;325
90.25116205215454;461;333
90.36316847801208;460;341
90.45917415618896;460;352
90.55217933654785;460;362
90.64718461036682;463;375
90.75719094276428;465;389
90.85919690132141;467;399
90.95520234107971;473;415
91.05120801925659;482;429
91.15921401977539;485;438
91.25921964645386;495;447
91.35122513771057;510;464
91.45123076438904;542;492
91.55823707580566;550;490
91.65824270248413;575;494
91.75424790382385;616;499
91.8472535610199;635;497
91.96226000785828;664;489
92.05926561355591;691;479
92.15527105331421;716;463
92.24327611923218;735;441
92.33828163146973;750;421
92.45128774642944;756;410
92.54729342460632;763;395
92.64229893684387;768;373
92.74130463600159;770;341
92.84931087493896;766;306
92.94631624221802;757;280
93.04232168197632;753;274
93.1383273601532;749;267
93.24933362007141;745;258
93.34633922576904;737;250
93.4433445930481;730;241
93.53835010528564;719;230
93.64935660362244;704;219
93.74736213684082;685;210
93.84236764907837;659;202
93.93837308883667;628;197
94.06138014793396;592;200
94.15438556671143;562;207
94.25139093399048;544;216
94.34739637374878;531;223
94.45740270614624;517;233
94.55440831184387;500;250
94.6514139175415;478;279
94.74741911888123;470;305
94.85442543029785;464;329
94.95143103599548;460;351
95.0504367351532;461;371
95.151442527771;468;391
95.2544481754303;478;423
95.35145401954651;501;442
95.45145964622498;524;475
95.54746508598328;541;485
95.65447115898132;544;486
95.75147676467896;550;490
95.84848237037659;557;488
95.94648790359497;562;494
96.05449390411377;568;497
96.1514995098114;589;498
96.25150537490845;616;500
96.34451079368591;647;493
96.45851731300354;668;490
96.55152225494385;689;479
96.64752793312073;707;469
96.73853325843811;726;455
96.85453987121582;746;428
96.95454549789429;755;410
97.04755067825317;765;387
97.14655637741089;769;371
97.26556348800659;771;355
97.35256838798523;772;336
97.44757390022278;769;319
97.5435791015625;765;299
97.65858554840088;756;277
97.75159120559692;745;255
97.84659671783447;726;237
97.94760251045227;707;221
98.05460834503174;686;212
98.15161395072937;655;203
98.24761939048767;619;199
98.34362506866455;588;201
98.45863151550293;566;207
98.55563735961914;552;211
98.6476423740387;546;215
98.743647813797;538;220
98.85465431213379;526;227
98.95465993881226;515;236
99.04666519165039;499;251
99.14667081832886;487;267
99.25467705726624;478;282
99.35068273544312;473;293
99.44768834114075;467;304
99.54369354248047;464;320
99.65869998931885;462;341
99.75470566749573;460;363
99.85071110725403;464;382
99.94371628761292;467;399
100.05872321128845;471;408
100.15472841262817;472;415
100.24673390388489;477;421
100.34373950958252;480;427
100.4587459564209;485;435
100.55675172805786;487;439
100.64775681495667;496;450
100.74676251411438;508;462
100.85476875305176;518;469
100.95477437973022;532;480
101.0507800579071;548;489
101.14378523826599;607;507
101.2547914981842;630;496
101.3507969379425;654;494
101.44780278205872;686;482
101.53880786895752;707;468
101.64981412887573;726;452
101.74581980705261;738;441
101.84182500839233;747;428
101.93883061408997;754;415
102.04983687400818;762;399
102.14584255218506;765;386
102.24284815788269;769;372
102.3408534526825;771;357
102.4498598575592;772;337
102.54686546325684;769;317
102.64287090301514;764;298
102.7378761768341;755;277
102.84988260269165;747;258
102.94588828086853;731;241
103.04289388656616;715;226
103.13889932632446;692;213
103.24890542030334;665;204
103.34591102600098;642;199
103.44191646575928;633;198
103.53792214393616;629;198
103.65192866325378;625;198
103.74593377113342;620;197
103.8419394493103;609;198
103.9379448890686;598;198
104.0489513874054;587;200
104.14595699310303;573;203
104.24196219444275;554;209
104.34496831893921;535;220
104.45897483825684;519;232
104.55098009109497;499;250
104.64798545837402;486;269
104.74699115753174;476;286
104.85899758338928;470;299
104.95500326156616;466;311
105.04700827598572;461;329
105.14701414108276;461;346
105.25502038002014;460;367
105.35502600669861;464;387
105.4480311870575;474;404
105.65904331207275;495;450
105.75204873085022;503;456
105.84705424308777;520;471
105.9390594959259;529;478
106.14707136154175;571;495
106.24207663536072;594;492
106.3380823135376;638;496
106.45008873939514;673;485
106.5470941066742;700;470
106.64209985733032;725;454
106.73810505867004;745;429
106.85011148452759;754;412
106.95511770248413;762;396
107.05712342262268;767;383
107.14312839508057;769;369
107.25913500785828;772;351
107.35114026069641;770;329
107.45114588737488;767;309
107.54415130615234;761;289
107.65515756607056;753;274
107.75116324424744;743;257
107.84716844558716;731;242
107.94317412376404;717;229
108.0431797504425;699;217
108.15518617630005;678;207
108.25119161605835;654;201
108.34319686889648;622;198
108.45020318031311;608;198
108.55320882797241;602;199
108.66721534729004;596;199
108.7772216796875;592;200
108.88122749328613;577;203
108.97323298454285;550;212
109.06223797798157;522;229
109.15824365615845;499;251
109.24124836921692;486;269
109.35525488853455;474;290
109.44826006889343;468;306
109.54326558113098;464;324
109.64327120780945;461;341
109.75127744674683;460;360
109.84728288650513;461;374
109.9482889175415;463;380
110.03929400444031;465;391
110.15430045127869;466;401
110.25030612945557;473;411
110.3473117351532;479;424
110.43531656265259;481;430
110.55532336235046;490;446
